gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
PEA15,7896,5126,3393.5,2051,4240,3961,3810,1103.5,7209,2838,3076,957,4139,7228,6671,7543,2136,4765,5636,3787
PEAK1,8135,4657.5,4122,4246,508,8175,1645,2317,6951,4106,3597,4656.5,1581,3991.5,7193,8211,3271,2184.5,936,1157.5
PEBP1,1159,6949,2677,7627,3747,2616,1538,5644,3091.5,2070,3089,7167,1949,7896,6683,6954,322,565,887,2966.5
PECR,6766,1182,8017,1337,2475,2241,8192,7151,2849.5,4019,6702,7467,7176,144,8196,3367,2394,7273,5282,6908
PEF1,117,3641,2580,6901,2080,2981.5,3672,6164.5,5039.5,3352,2838,3782,6003,4432,5817,7373,3681,6196,2932,4399
PELO,7118,5065,5806,3648,7074,4576,6216,2956.5,8014,4276,6433,1096,5995,3378,5437,7017.5,2806,5765.5,5521,2858
PELP1,2825,2453,5599.5,4349,978,1040,3227,710.5,4522,4850,2195,358,1803,4495,2323,2492,1219,1267,8049,7706.5
PEPD,5498,3973,2361,3927,4972,5017,4216.5,2840.5,4746,4518,2415,4116,3295,3526,1967,6574,7384,1107,3482,6624
PER1,5274,4822,3562,4622,4362,2674.5,4845,579,1120.5,3969,4298,6140,6883,5143,2499,1935.5,6529,3319,5208,5870
PES1,4823,7571,563,7585,4305,6788.5,361,2356,3283.5,1777,764,208,608,4960,49,2385.5,7856,778,7314,6054.5
PET117,516,3337,8155,1582,1879,529,5435,5942.5,7499,1582,8076,1533,7812,1816.5,6590,933.5,5944,4576,7221,7794
PEX1,3634,2537,7225.5,4547,5434,4551,7080,6699,4388.5,7427,4394,6417,2513,1018,8237,1432,6546,4677,4424,6692
PEX11A,7590,2884,4484.5,4326,730,2923,6669,2343,1429.5,1236,4551,3515.5,6809,2623.5,8220,3248,3925,1698,7975,8087
PEX11B,7259,560,6471,566,4693,1637,7385,6829,206,2272,4670,7202.5,6715,2811,8081,1892,7603,6534,5978,7036
PEX12,5907,3273,7714,5572,1778,1653,7706,7083,98,953,2737,5924,6711,886,8213,869,2247,7715,6047,5814
PEX13,3742,2300,6043,307,6397,2541.5,7254.5,7116.5,2790.5,1215,4578,7554.5,5576,5086.5,8136,4160,2105,7832,633,4436
PEX14,3303,2,7795,4311,3310,2602,7449,7748.5,721,2109,869,7278,5418.5,1459,8243,1720,4484,7270,6187,7316
PEX16,2968,580,3828,2094,6287,5281,7695,6942,1296.5,3089,3317,7545,6198,1808,8102,3384,4755,6875,2834,6572.5
PEX19,6200,158,1285,5515,4395,5405,6633,7231.5,7424,5725,1375,7334,4369,1487,8231,6759,6163,6823,2883,6345
PEX2,6754,2698,7620.5,1911,1628,3063.5,6797,5755.5,1586,5051,5942,4948.5,2820,5620.5,8230,2089,3941,4619,3632,6333.5
PEX26,4899,1790,5664,1409,1968,1293,6192,7208,1466,2236,5206,1038.5,6840,2123,8245,2906,7230,5702,6611,7583
PEX3,6812,342,7152,3982,987,3257,7524,7651,2457,5326,4276,7573,7055,2564.5,8190,2493,4915,7697,4620,6180.5
PEX5,4335,3946,5587.5,4480,2746,3117.5,4998,5822,2618,7381,5595,6974,4311,557,8228,2244,3676,4591.5,5958,6777.5
PEX6,7433,2710,5970,3533,4850,5865,5634,7270,1231,5362,5211,7015.5,5167,2607,8227,5324,5669,5822,5620,4737.5
PEX7,4127.5,5221,2786.5,5716,2663,3671.5,4247,2036,5338.5,1460,3995,3414,3060,5854.5,8203,5940,2836,5459.5,6334,4952
PFAS,5121,3091,2119,2175,2153,7098,3655.5,1532,3314,7958,5134,3250,4104,4072,3550,6821,6134,6240,1988,3195.5
PFDN1,5612,8185,3869,444,5559,1150.5,5408.5,5837.5,857.5,7939,7424,1404,6423,6208,6657,6837.5,2234,4689,5773,7643.5
PFDN2,514,8128,1823,3413,2885,3234,2211,699,5481,8140,7606,1353.5,4758,7993,7289,5178,2526,3764,6993,7795
PFDN4,3828,7167,1529,1934,4300,4459,5605,2623,6226.5,5941,7499,3897,2139,5630,6023,6254,3558,1664,2324,6200
PFDN5,5803,8172,217,3726,1211,288,776,4798.5,2159,8139,7286,5002,4968,7211.5,3737,5670.5,6632.5,2070,752,7394
PFDN6,3889,7815,1079,2559,2669,3578,4841,2022.5,314,7568,7192,1753,6273,3465.5,1451,6743,7711,2865.5,7053,7783
PFKFB2,8240,3405,2577,1823,3897,3344.5,4673,4182,1174,7110,2287,3951.5,5417,5258.5,5571,1450.5,6010,5404,2272,2515.5
PFKFB3,1207,6481,4173,5415,4248,6512,5571,5948,4490.5,1120,4599,6550,5006,2532,246,3813,7805,5520.5,4376,3026.5
PFKFB4,3808.5,7456,3321,1039,7125,7351,5207,7565,2611,5412,5935,2505.5,5553,589,5107,6424,6341,3210.5,3018,3862.5
PFKL,6074,6162,2320.5,7199,4986,3537,2104.5,3165,803.5,5588,3917,5079,2203,5442,4330,7406,992,6193,3510,2235
PFKM,5198,1030,3387,6801,2159,3158.5,2305,5131,2778.5,6980,7643,2492.5,4863,7841,4052,6156,4342,1873,4052,2604
PFKP,7630,3864,4120.5,4405,1571,6599,4786,3596,2151.5,6171,1167,426.5,6584,6481,823,6998.5,1197,3417,5233,4344
PFN1,3092,8211,827,6575,6670,3518,4089.5,1113,1055.5,980,4755,6008,3716,7083,4999,7635,1048,4682,1393,1258
PFN2,2827,8228,3598.5,5157,7679,6530,2801,2886.5,5483.5,2317,6396,6319,5520,6817,4516,5958.5,3653,1350.5,4883,2834
PFN3,1978,8244,3274.5,789,1360,1749.5,3978.5,6549,3751,3937,6642,2785,5154,4643,6450,1882.5,7812,2844,5751,5521.5
PGAM1,2319,3617,456,7676,5513,2887,1809,4743.5,6666,1664,1173,6851,518,8073,5320,6666,201,1982.5,512,245
PGAM5,1644,450,6579,3280,1210,1966,7190,2864.5,4595.5,4763,7900,5101.5,7579,112,7704,1678.5,1272,7232,6038,7170.5
PGAP1,2838,6762,6037.5,2824,4726,2291,3741,7493,729.5,4783,3342,4470.5,4259,5083,4427,3777.5,5268,6290.5,3329,5601
PGBD5,5862,2527,2635,4741,1234,7237,3442,409,3838,2052,7114,2136,6690,7351,4098,4205.5,5803,5486,3661,4596
PGD,4329,5807,3788,5695,939,6342,3332.5,1991,3397,3796,3366,7737.5,2764,8043,7230,7813,1315,4771,864,825
PGGT1B,4308,4877,6892,568,4960,2222,4029.5,4080.5,6793.5,5901,7083,6105,4011,1340,6925,4608,4358,5423.5,6368,6277
PGK1,2865,4734,3003.5,5446,6410,2501.5,4632,3746.5,3822,1977,6502,6740,3854,7897,6270,6507,600,6104,1461,513.5
PGLS,931,1540,415,5655,4258,4157.5,3464.5,1604.5,1561,7154,5523,3704.5,2558,6365,5142,7437,1174,3928.5,4848,3857
PGM1,7958,1658,1917,6629,4560,3913.5,1400,5999,5749.5,5676,5277,1968,6588,7383,2899,7640,6389,5272,5324,3006
PGM2,3736,6416,2302,3729,4131,6200,5713,2783.5,694,3669,4596,3686.5,5462,7088.5,2272,6958,5270,1826,4174,4687.5
PGM2L1,658,5041,3390.5,2682,4101,4037.5,4882.5,5415,7526,3146,4914,6517,2973,7315.5,2214,4548,6482,4281,3841,3347
PGM3,2537,5195,4760,1468,5941,6624,1225,3825,4849.5,5499,5241,2367.5,5752,1343,4332,1951.5,5711,4221.5,5189,2268
PGP,59,5504,4074,4591,4713,5236.5,5699,5148.5,4533,3021,4491,2808.5,5688,959.5,7505,7505,937,2053,5822,4135.5
PGPEP1,4043,6012,4218,2521,4161,5314,5526,5543,7342,3895,4275,4505,3377,2449.5,5271,4975,7067,4591.5,6659,2865.5
PGRMC1,7137,161,7950,133,3452,2604.5,7520,7943,6485,2257,5764,7764,5976,2990.5,2119,2751,6346,7047,1391,2036
PGRMC2,6730,206,8031,262,237,1724,8090,7841,5931.5,2401,6547,7892,7093,1987,6152,819,5523,7675.5,2314,1682.5
PGS1,4819,4746,7972.5,2269,2600,265.5,7926,6955,2439,1044,7886,7092,7960.5,3944,6193,3335,5309,6275,2315,5995
PHACTR2,7664,8214,202.5,7070,4580,6432,3776.5,3855.5,1204,3410,3669,4519,5857,4488.5,127,5966,6349,1969,4782,2552.5
PHACTR4,2515,8245,2952.5,2813,5520,5759.5,5132,843.5,7683,4224,5965,4774.5,5648,3243,5006,6144.5,5205,3237,872,5068
PHAF1,4992,3669.5,3786.5,4210,6825,917,6169,5012.5,2244,7065,5297,3106.5,3092,7758,4089,4173.5,5878,600.5,3697,6437
PHAX,3943,5303,4864,327,3185,5169.5,3737.5,3088.5,5666.5,6175,5975,4145,1205,7404,3579,5227.5,7225,5027,6518,5200
PHB1,2217,6343,8086,1495,461,1001.5,5924,3892,1653,5577,7875,3325,7553,348,7693,739,2667,5710,5798,7339.5
PHB2,1394,2470,8036,1341,801,1207,7651,5727.5,2807.5,5738,8216,2712.5,8038,177,8035,1031,2378,6945.5,5868,7578
PHC1,164,5185,4232,2641,1237,3231,2380,4948,4906,6866,4606,4703.5,6000,5256,3457,6866,7428,4738,5627,3475
PHC2,7215,3136,6644,6752,3050,3427,3358,1765,471,6291,2523,729,1521,4523,2620,851.5,4345,1782,4987,3691.5
PHC3,3155,6150,3789.5,466,6437,1580,4490.5,5065,4938.5,2975,6470,1829,4508,4801.5,6376,4595.5,5135,1707.5,4739,2123
PHF10,4366,7783,1839.5,7086,7078,7335,5593.5,804.5,7276,6531,1489,823,1880.5,2543.5,2000,1781,1568,528.5,8159,7535.5
PHF12,6875,1666,3708.5,3143,2442,3335,3852.5,6745,3273,1105,6814,2861.5,3384,3040.5,6541,2673,5483,5930,2909,3371.5
PHF14,1235,6599,7869,1593,4064,6642,6190,2222,3749,4683,1861,4438,3978,4446.5,3672,2545.5,5733,4216,6141,5098
PHF2,7015,4969,6209,1258,5321,4311.5,5887,3879.5,2297,4784,4041,6908,1621,3961.5,5545,3198,4325,6742,1677,2751
PHF20,6973,4936,1597,6332,3269,6070.5,4314,1028,2430,3979,3670,2344,6359,7908,5636,5454,6239,5163,799,4573
PHF20L1,7820,7644,1585,7240,3053,773,862.5,2636,913.5,435,2628,673,1497,7697,4009,2548,5049,1746,4700,5364
PHF21A,4820,3356,3310.5,3607,3732,2177.5,4966,4248,2170,6036,5463,1815.5,4601,5406,4739,2874.5,5183,4334,549,3954
PHF23,4334,4392,6148,2197,5840,334,6215,2964.5,7591,6240,6893,5707.5,5673,2189.5,4379,2683,1385,1924,5310,6151.5
PHF3,7451,7470,4206.5,6626,2982,7304,298.5,4812.5,5872,6577,2325,462.5,290,2033.5,1179,119,603,851,7788,7399
PHF5A,1988,7315,2967,6333,4443,3262.5,3024,2367,3563,3542,465,2778,297,3707,1884,1705.5,785,960,6881,6848
PHF6,6494,7903.5,824,6683,3235,6043,1691,4004.5,2725,1994.5,860.5,2784,1599,3997,99,848,7656,2148.5,6834,6243
PHF8,5734,7553,5343,6908,1829,6327.5,1846,3010,2641.5,2233,1622,2998.5,2077,3558,276,1340.5,5100,966,7987,5745
PHGDH,942,8070,2811.5,6507,3131,3756.5,200,3771.5,1151,7104,1683,2787.5,2205,4423,5948,6002.5,260,3555,837,1173
PHIP,721,2779,7652,3861,832,2884,6998,6323,6577,1277,5129,3193,4585,78,6899,737,6877,5754.5,2988,3440.5
PHKA1,2721,5793,1447,7605,5409,6126,1743,6795,7720,7490,7378.5,5676,982,1909,2162,5630.5,4524,1125,2079,2025.5
PHKA2,6793,4473,6003.5,4786,3450,6950,4197,5712.5,4094,4265,1584,2055.5,4729,2792.5,3210,6698,1520,2616,2254,2805
PHKB,3424,3933,1448,4116,6039,2080,4744,646,4141.5,7595,5669,1412,7279,3239.5,1591,7347,3194,427,3158,2623
PHKG2,4889,5997,2742,5143,4919,5124.5,2784,3953,4403,6470,3891,4297,1112,437,5053,4827,8055,4419,1584,4961
PHLDA3,5758,4817,3663.5,7892,2991,5359,5459,2277,1792,3606,4117,2139,3010,4916,4479,7214,5066.5,4098,3107,2919
PHLDB1,2699,6112,2311.5,7649,4192,7486,3263,1265.5,6432,8212,3687,5591,2737,2253.5,1712,6940,2165,5164.5,3951,3748
PHLDB2,8116,5286,1365.5,8103,1468,8136,652,1278,7051,3388,2124,631,1496,2830.5,1265,7996.5,5084,49,6034,6116.5
PHLDB3,8075,6007,88,7746,2372,7470,34,899,6684,4058,915,597,2352,2462,381,6309,1923,1239,5709,2400
PHLPP1,3731,2247,1455.5,1388,5828,5890,5788,2000,6553,7091,5282,6644,7063,2697.5,6629,7538,7951,673,3016,3911.5
PHLPP2,6713,7439,3545,828,6487,7033,1911,1341.5,6742,1473,5740,2675,3074,5516,5343,7680,2883,1578,4943,5030.5
PHOX2B,1886,3597,4894,3925,2779,867,6246,3046.5,3610.5,3951,5380,5129,5431,6961.5,7566,5280,7109,969.5,3406,5953
PHPT1,5371,3119,6307.5,6955,1088,1373,6597,1471.5,2346,4601,6794,6475,3199,5037.5,6159,7011,1222,3887.5,6429,5026
PHRF1,5280,2283,1378.5,4371,2486,1254.5,1797,3371.5,3690,1875,2322,1552,1615,2225.5,4183,1907,3367,51,6354,6465.5
PHYH,3761,1722,6742.5,1843,5282,1232,7188.5,6859.5,7328,3198,6680,7183.5,6827.5,495,8034,1964,976,7225,6407,6645.5
PHYHD1,5480,2680,5742,4242,1100,2390,5572,3573,5496,6041,6137,2880.5,897,6765,6397,4062,6947,5732.5,2346,3463.5
PI4K2A,5980,1314,5880,2959.5,7874,8146,1516,4648,7564,4033,159,8007,1202,5869,3614,4244,101,7489,73,122.5
PI4K2B,1707,1909,5437,323,8140,8194,3839,7052,6216.5,357,1069,7989.5,1990,5471.5,2118,4296,1231,8120,884,711
PI4KA,7532,3528,794,6522,4253,4096,257,86.5,7120,7582,6299,1228,389,6643.5,6932,7618.5,667,6086.5,777,895
PI4KB,8134,3218,1435,7570,7207,2399,1907,551.5,7890,7771,3293,5590,1712,2379,1854,4190.5,3596,1854,5374,2878
PIAS1,6574,7630,743,7391,275,6359.5,1167,2604.5,845,4936,1318.5,1378.5,2092,4847,1228,3065.5,7698,263,3804,2860
PIAS2,2415,7485,863.5,5810,1520,3638.5,1560,4892.5,4223.5,4561,5698,2581,1606,5757,1011,2322,2023,2704,3563,4598.5
PIAS3,1152,6448,2267,5235,6912,2952,5215.5,7435,1265,6402,3110,4964.5,4404,838,3788,2275,3468,3073,1057,5778
PIAS4,1595,4344,2821,5300,1346,5081,4740,6519,1189.5,1802,6184,2024,1469,4618,685,2990,6205,3437,1216,3315
PIBF1,7624,541,4123,8014,3004,587,2816,4619,3046,2128,731,4015,344,7802,6670,2920,858,354,7549,7530
PICALM,3152.5,4715,4491,5532.5,3840,7769,1884,1267,5859,6768,1451.5,4429,2692,5690,7462,8039,2070,5883,667.5,394
PICK1,573,6622,3369.5,1290,7545,5147,1357.5,823,2718,6805,2254,2093.5,5945,8191,1303,2733,3151,3468.5,3700,5431.5
PIEZO1,6414,1377,645.5,6462,7212,7364,4633,7707,6220.5,664.5,398,6396.5,1711,7529.5,3007,7708,2628,7578,372,207
PIG59,3763,6077,2463,7379,3619,3995.5,5433,3911,3941,6578,3040,7100,1631,6205,2382,6868,7394,1561,3245,2560
PIGA,7173,539,7515,3436,5141,865,7943,7990,3182,2292,4602,7927,6872,3618,1147,2417,3098,6963.5,5586,4863.5
PIGG,6264,4831,7476,1117,1539,121,7276,8178,6805,781,5219,7780,6325,4517,5273,1143,6373,5873.5,2812,2942.5
PIGH,5723,1021,7372,61,7277,284,8127.5,6926,1735,3161,4658,7471,7142,2481.5,3287,3359,7683,6777,5366,6429
PIGK,7801,149,8050,1595,926,216.5,7555,7869,3389,3443,6699,7711,6773,1652,3391,3546,5412.5,5801.5,4931,5454.5
PIGM,6268,2822,8093,321,6313,5265.5,7507,7330,2826,2188,6353,7125.5,4225,2263,435,3604,7188,7616,944,2532
PIGN,7710,4391,7940,507,5670.5,2281.5,6544,7422,6276,1458,3239,5384.5,2966,6301,6511,1248,6791,6199,5203,1814.5
PIGO,693,3299,8213,2918,1076,496,8165,7685,5385,2071,6472,7581,7032,1118,4401,2666.5,2431,8161,2831,4586.5
PIGS,7765,298,7914,5,4691,788,7600,8031.5,3420,2707,5857,7929,6532,4350.5,2742,5356.5,3553,7007,2428,3523
PIGT,7805,42,6749,581,5683,431,7259,7927,5151,4101,3455,7511.5,6084,390,2454,7139,4205,6943,3463,3519.5
PIGU,1523,890,8156.5,58,4355,2245,8013,7037,3484,1586,7288,7828,7390,529,6862,6987,2343,7987.5,1879,2965
PIGW,8160,3921,6358,1107,6129,1497,6596,7401,5634.5,5487,5726,6014.5,2592,1594.5,3494,3538,3050,6717,2953,3119
PIGX,8073,3426,6532,548,4873,1963,6919,7047,4926,1872,6454,7915,3104,218,5051,4129,4529,4793,2687,4505
PIH1D1,6815,5096,180,3659,2249,5650.5,589,259,1693,8040,8219,4382,5456,6380,5253,6043,7669,428.5,7852,8011.5
PIK3AP1,6271,5882,8057,3926,5956,5938.5,2077,655,6719,6018,7796,784,3418,1198,7829,4862,6691,7757.5,3236,5452
PIK3C2A,8046,1338,4772,4572,7935,8040.5,334.5,432,6423,5331,1983,5520.5,770,5702,3367,7636.5,207,6620,377,587
PIK3C2B,8175,5402,1564,4644,4839,6280,4165,4641,1292.5,3647,5397,2287,3439,460,6771,2198.5,5466,1450,5143,4942.5
PIK3C3,2938,1674,4144.5,4973,8189,7120,1017.5,6625,5378,6589,2547,8152.5,1487,3558,4842,5430.5,2402,6840.5,1631,1058.5
PIK3CB,5259,7064,4112,3119,8063,8141,1794,1450,3949,1375,1949,3530,5561,3185,2500,8227,5965,1818,5409,1592.5
PIK3R1,7534,6845,312,6478,7359,7802.5,240,19,7289,522,570,6139,108,6708,3229,7861,489,4233,651,713.5
PIK3R2,7761,756,662.5,5603,7445,7938,505,340,5631,928,261,6467,528,6407.5,2629,8011,129,4750,873,950.5
PIK3R3,7497,4366,75,6113,7032,7825.5,722,169,7900,3904,534,5476,814,6141.5,6254,7950,3687,6337.5,766,550
PIK3R4,2193,6273,5650.5,4860,8060,6751,4610.5,6328.5,6640.5,6763,1928,8064,3931,5216.5,1309,6793.5,329,6779.5,532,591
PIKFYVE,765,3039,677,3074,8003,8073,1413,1977,3136.5,390,719,8147,2316,7492,3660,7322,1245,8194,1680,1997
PIMREG,7614,7875,1162,7667,5731,3342,472,1961,2733,1822,879,1987.5,105,6699,11,1081,3318,808.5,7200,7287.5
PIN1,6971,5168,4039.5,7069,2321,2648.5,1209.5,1397,2632.5,2065,1609,4176,1289,7716.5,1653,6194,2357,3483,2599,2225
PIN4,7778,8113,30,8076,3417.5,2284.5,887,593,104,3525,1737,3419,1047,8168,622,6381.5,4369,13,7374,7623.5
PINX1,7692,8130,455,6648,6524,6609.5,475,4309,1322,3526,342,1659,168,5458,139,1403,7775,688,6321,4749
PIP4K2A,5166,7824,1522,7014,4262,7690.5,168.5,583.5,6876.5,3959,1205,674,889,2153.5,5292,8167,1940,2850.5,5764,3449
PIP4K2B,7320,1810,823,7549,7385,7704.5,4555,23,5995,2525,1903,1262,4702,2644.5,6029,8004,1424,5996.5,1468,923
PIP4K2C,4177,7749,96,7538,6538,7514,1215.5,1197.5,7812,4399,947,2959.5,362,5691.5,3931,8148,5195,3086.5,1931,4220
PIP4P1,2829,2882,6402,2597,7705,8013.5,3715,4117,6523,831,657,8079,461,6181,3331,4971,408,7217,134,216
PIP4P2,830,2102,6965.5,600,7778,6670,4653.5,3884.5,6060,1274,2130,8205,2811,6813,4942,4507.5,3037,8048,1436,1214
PIP5K1A,5214,1889,847,5328,7535,7972,1828,194,7489.5,681,834,6001,559,4827.5,6119,8090,111,5999.5,407,405
PIP5K1C,2695,4375,2543,4486,5042,3993,4503.5,183,4214,3012,3368,5363,2656,2672,1796,7887,2558,2132,5949,2635
PIR,6449,4903,3826,4201,3528,6938.5,3483,1751.5,4703,6039,5738,1821,1477.5,1308,2016,5768,4786,3659,3905.5,6342
PISD,790,2620,7933.5,1154,1583,1327,8132,2266.5,2799,4192,8168,2818,7907,895,7232,382,2410,7373,6503,6974
PITHD1,5970,7372,4510.5,1311,4971,5259.5,4374,5237,3306,4585,5924,4865.5,4310,3217,1524,5484,8219,1649.5,1707,5880
PITPNA,5928,5410,5356,4229,7723,6251,2038,4990,7799,5948,5122,5024,6021,3382.5,7224,6392,4601,5411,5512,3437
PITPNB,4568,6034,4625,1955.5,2495,396,3962.5,2190,41,5398,7139,5789.5,7363,7555.5,7459,6851.5,782,2479.5,1687,2986.5
PITPNC1,4641,7609,4049.5,2265,5685,2143,2061,4298.5,213,7197,4264,2693,4220,7170,3089,3433,4797,1081.5,2204,4101
PITPNM1,6057,5043,315,1365,5769,4963.5,2449,6790,3448.5,3014,6711,1671,2547,2834.5,3753,3994,5393,1776,6684,2927.5
PITRM1,1947,1098,7080,4015,212,1274,7735.5,4615,1650.5,4939,7676,4767.5,7741,13,7631,1072.5,461,7817,4273,4920
PITX1,5302,2606,3200.5,3386,1074,2357.5,4700,6058,6625,1978,7002,3102,5513,5536,4336,5746,4251,1257,3256,2707
PITX2,2763,6175,734.5,7338,3325,3003,1725,2739.5,2577.5,3481,709,5580,3195,5817.5,752,4793,5943,6370,4253,3356
PJA1,395,3153,2722,5618,5172,4310,2733,7038,6652.5,4447,2113,3528,5583.5,3031,941,6143,8146,4164,4527,6088
pk,7747,2539,4943,2841,1984,6483,1870.5,433,6610.5,7730,4561,4268,4165,796,965,3527,2820,1299,2684,6291
PKD2,7967,1962,6122,4469,7406,1440,7551,7471,5900,5879,5263,7809,2754,3236,6281,2409,2668,6636,2230,1304
PKIA,5068,4460,4517,4282,5854,7667,5590,5069,6366,3812,5245,3435.5,6254,6846.5,153,5214.5,3257,3760.5,5685,5181
PKIB,983,3986,5919,3095,525,6867,3654,1434,4119,5792,2545,1448,6247,5808,1881,6997,7510,4364.5,5844,5027
PKIG,4237,2883,879,5086,6664,7418.5,4103,2760,670,6323,6631,3717,7212,6257.5,321,2735,5865,3963,2355,1565
PKM,6431,5234.5,3186.5,5092.5,4779.5,1628,2358,3717.5,1832,1988,3921,7262,1900,4906,3323.5,6177,6436,4089,4392,1987
PKMYT1,5933.5,875,6737,2201,4424,481,7396,8006,4818,4515,6749,6925,3699,1259,4304,3800.5,1806,8021.5,2864,1776
PKN1,2420,4418,1324,5719,6997,4191,2406,2129,7696.5,7068,4924,2472,6343,4001,1564,6325,1894,4198.5,5856,3958
PKN2,6409,3953,3962,6117,1581,5496,300,1058,5702,2950,1260,6480,277,4695.5,6317,7763,88,2682,946,908
PKN3,2341,8098,2233,7024,3292,7734.5,104,1139,6028.5,6828,7163,1980,403,7459,31,6745,5157,1933.5,4783,5288
PKNOX1,2146.5,5459,1557.5,5283,7158,3730,5438.5,5186,5662,5310,4429,4749,2855,1614.5,3058,5752.5,6612,5776,5888,5566
PKNOX2,5748,6466,3639.5,4416,2563,3608,5154.5,427,5191,2894,4760,4188.5,3758.5,8130,1759,1990.5,6611,5388.5,2394,3582
PKP2,5932,7201,1224,7140,4595,6848,263.5,1307.5,7360,380,450,1790,4,7416,6323,7818,467,4537.5,688,1578
PKP4,2867,1867,811,6986,6632,6946,473,101,7465,464,109,3301,391,6628.5,5132,7827,686,6714,145,321
PLA2G12A,2885,7058,1844,5538,1882,3525,5817,6040,7400,2058,6514,2783,5904,1473.5,3860,4067.5,4841,4148.5,5783,4700
PLA2G15,1924,2514,6903.5,980,8048,6283.5,3313,791,6381,2053,2272,8197.5,2738,6760.5,4673,5037,2647,4271.5,2069,2430.5
PLA2G4A,3388,4905,4486.5,5433,6533,2489,4344,5934,2517.5,8143,5180,5142.5,2182,1373,6296,4961.5,4105,1531,1638,2188
PLAA,4479,2010,1350,5196,4633.5,66.5,6900,7804,2855.5,5285.5,2471,98,2601,3853,6187,6588.5,8056,4121,3082,3792.5
PLAGL2,5689,1353,4335.5,3642,2916,1005,3395,999,6036.5,1941,5307,1549,5249,4454.5,1070,5537.5,6410,1836,3964,5694
PLAT,158,4906,5215,5624,3925,2037,6205,7873,2964,1776,1216,3660.5,6236,3038,1198,876,1492,5366,1729,1945
PLBD2,5955,578,6543.5,4422,7973,7744,5386,7071,5082.5,984,596,8159,1818,5598.5,3866,7429,204,7118,1162,867.5
PLCB1,5331,7230,1030.5,835,1436,5815,4550,5479,4391,3313,4918,1271.5,5505,1532.5,224,7774,8004,2754,4736,4479
PLCB3,4241,6419,1876,7416,4082,3972,3565.5,2282,958.5,389,455,4608.5,2506,6356,3734,7920,217,2184.5,3862,1855
PLCB4,5927,6295,2770.5,6686,5983.5,7383,6220,4512.5,3598.5,6680,4786,1146.5,4683,4606,523,7468,2088,942.5,5041,3709
PLCD3,7816,6121,3115.5,6839,439,4350,1636.5,1721.5,3762.5,637,1225,901.5,1768,7894,2694,7092,5741,1377,2828,1020
PLCG1,5237,7950,3286,1613,3045,6893,3812.5,3766.5,5217,1699,4444,2321.5,1220,1772,1572,4834.5,7908,1470,7461,6497.5
PLCG1 variant protein,4611,3451,2749.5,5267,7936,7644,2316,146,1072,1681,2466,4434.5,2035,5859.5,4900,8028,1576,4559,5551,2863
PLCG2,6044,6402,3156,1833,7124,2379,4853,5471,1954,3588,3569,4389,7157,3687,2434,5260.5,7396,5435.5,5496,5641
PLCH1,8128,4836,1786,7354,629,1206,4327,6496,3888.5,4719,2524,5165.5,1634,380.5,2575,7148,2772,1992.5,5096,5627
PLCL2,6164,2450,2867,2374,3947,4298.5,5294,4835,5400,5319,3951,5025,5811,7387,2261,8226,3463,3803,5879,3398
PLD1,7363,1105,3269,2253,7893,7783,141,1019,4159,396,629,7684,1142,6083,3884,7433,953,3820.5,749,856
PLD2,7414,8107,863.5,2030,6763,7349,570,216.5,6160.5,7697,7133,1685,3319,3745,4077,7237,5257,4367,478,793
PLD3,6376,1941,7428.5,1235,7837,7913,5694,4365.5,7334.5,554,824,8208,1763,4933.5,3873,3758.5,947,4836,898,747
PLEC,3233.5,6616.5,2846,7473,813.5,7811,742,1731,8003,4660,3656,2117,219,4918,7044,7867.5,1363.5,4518.5,838,695.5
PLEKHA1,3942,2234,100,5460,7572,7955.5,49,358,7607,818,359,4621,492,7529.5,5611,7479,753,6575.5,1902.5,829
PLEKHA3,600,1241,6570.5,2778,3458.5,5143,6416,8161,8228,2581,4836.5,2433.5,1542,2129,4294,1563.5,3844,8065,1482,1617
PLEKHA5,8059,6030,541,7188,5468,5763,181,247,6757,1548,423,1483,1141,6738,2502,8070,998,2391,5554,994.5
PLEKHA7,8142,6429,2721,6009,4112,6357.5,903,3738,6282.5,3878,2211,4648,2653,7380.5,96,7819,4940,2023,2603,2113
PLEKHA8,1358,2715,5587.5,4811,638,2942.5,4960,7609,8023,2259,4815,5633.5,2370,4235,4340,398,2995,3120,1904,1460.5
PLEKHC1,4472,1921,6913,5766,690,3004,5878,1357,2145,3517.5,7363,3943,7585,5417,7823,2835,1326,7739,1022,3962
PLEKHF2,5714,5044,3815,6118,2488,8010.5,5483,3229,3610.5,5109,2675,4939,1953,1397,888,7515.5,3134,5690,5469,3328
PLEKHG3,5770,6332,3720,3577,5210,7140.5,3944,474.5,6957.5,4451,2249,1718,6077,3569,7673,8209,7944,5422,1186,1275
PLEKHG4,8228,2454,2167.5,5717,2725,4324.5,5856,1338,520,5135,6152,3746,3229,6470,2646,6513,6855,769,7356,1360
PLEKHH3,483,1509,856.5,414,7914,7970,557,1440,7266,315,1202,2857,2176,6698,6099,7311,1691,7746.5,121,47.5
