gene_symbol,14-3-3,actin,autophagosome,centrosome,endo_lysosome,endosome,ER,ER_Golgi,Golgi,HSP70 chaperone,HSP90 chaperone,lysosome,mitochondria,p-body,peroxisome,plasma membrane,proteasome,recycling endosome,ribosome,stress granule
PLEKHJ1,7226,4737,5547,1097,8115,6429,1353,2054.5,2924.5,2031,1506,4803,1488,5146,1446,5088.5,3158,2459,5353,4122
PLEKHM1,4384,3100,3050,3011,8001,7542,6139,4881.5,4388.5,2274,2680,3453,6300,2138,5479,6331,4235,3337,3614,5171.5
PLEKHM2,5323,2502,1357,4721,8243,8242,5113,3927.5,2458,3794,2565,8018,3449,7367.5,636,1076,7005,7952,2186,2317.5
PLEKHO1,5119,2584,379,5070,7167,7523,1965,241,4579.5,635,230,6402.5,2641,6519,1605,8080,3660,5384,2077,1170
PLEKHO2,7543,6105,6205,504,6300,2111.5,6348,1874,5018,6023,7033,2275,2788,1958,2368,6779,4928,5380,3194,5082.5
PLGRKT,4764,3755,5430,747,3254,4731.5,7179,1431,4017,4820,8187,7166,8192,4324,1871,656.5,3928,6448,1859,3370
PLIN2,5080,5502,5404,3439,5262,2678.5,727.5,7096,7657,8159,4853,5313.5,4767,1899.5,7880,1343,6869,4585,1743,1801
PLIN3,551,2362,2054,3299,3297,5285.5,3631,6381,7955,7124,6557,6255,4728,4107.5,2673,5730,1268,8073.5,551,418
PLK1,567,6099,2706,7981,3504,2457.5,5097.5,2225,5032.5,718,482,939.5,575,7984,2497,6941,4827,3817,7198,7271
PLOD1,6709,21,8198,85,882,593,7543,7775,2362,4204,7322,7739,6814,1425,7359,2391,6615,5427,2949,4679.5
PLOD2,2032,90,7912,36,6502,3315.5,7953,7705,3958,4051,3748,8013,6908,1480.5,2773,3030,303,7586,4485,4783
PLOD3,6653,418,8020,762,4787,1664,7836,7372,5669,5897,7207,7793.5,7024,1999,7342,2881,2488,7959.5,4804,5756
PLPBP,4552,3058,5910.5,6979,1440,2900.5,6243,2054.5,325,6160,7466,6710,8083,307,4429,1371,6996,5583,1224,1098
PLPP1,500,2499,386,5448,7752,7306,704,1331.5,7346,5701,1130,6186,1673,3140.5,1300,7805.5,1962,6643,518,390
PLPP3,1771,3957,4261,4998,7773,8021,2310.5,4487,3176.5,338,1360,7487,5233,6772.5,659,6386.5,1266,6509,49,125.5
PLRG1,3709,1703,5007.5,6932,6117,4857.5,3360,3337.5,4872,6752,599,2406.5,1271,829,3842,1123,895,2499,7841,6696
PLS1,3773,3885,952.5,7804,3056,4574,4563,1413,2208.5,3242,1583,2759.5,5893,3966,1325,8116,1168,6169,1053,1796
PLS3,6119,7378,3879,7701,908,252,4760.5,1490,3631,1675,1437,6549,1799,5276.5,7577,7976,482,4052.5,581,634
PLSCR1,6846,4020,3512,6829,7064,4163,2164,5323.5,3751,129,564,5825,917,6626,3017,7836,501,317,4322,3734
PLSCR3,1492,2313.5,4025.5,1471,4235,2632,6147,225,2553.5,1301,5647,1040.5,7183,5505.5,5069,7657,5163,3746.5,5306,3654
PLTP,2498,5297,7015,170,7034,407,6758,7398,2907,288,1476,7151,2898,6594,3729,3896.5,1056,5111.5,3053,1379
PLXNA1,2175,1528,1329,5933,6399,6062,3190,4910,7218,92,99,6903,1264,7290,3571,7712,222,6845,87,131
PLXNB2,2241,2112.5,3773,5213,4363.5,7588,5938,5249.5,5544,1531,3140.5,4652.5,3067,5917,3115.5,6571,3131,6229.5,1824.5,2432
PM20D2,2682,5465,987.5,3912,3909,7051,3695.5,6,3230,2038,6049,3364,6448,2195.5,3478,5449.5,6494,3044,5990,2797.5
PMAIP1,2671,4777,6494,202,3850,5570,5038,5791,608,3507,7297,6602.5,7416,4185.5,5472,7382,1617,2831.5,5073,4448
PMF1,5241,5983,5364.5,3315,346,958,1760.5,1237,3352.5,7972,5501,4897,2695,7393,2702,352.5,7404,2092,2766,5986
PML,781,4900,2471,6897,7601,7962,320.5,6153,7317.5,6555,4385,1155.5,1244,7079,402,2156,3026,6838,2646,1520
PMM1,2663,2066,1236,6830,6934,4929.5,2873.5,6924,3267,2974,3556,863,6008,3160.5,1230,3768.5,7653,5180,4827,4102
PMM2,5838,5741,5250,1689,3827,6720,6584,6166.5,6294.5,3504,6032,3656,4345,694,1567,6516,5899,7079,5347,2467
PMPCA,3956,420,7165.5,4248,70,103,7850,5793,1174,3395,7415,6317.5,7578,328,7679,1658,4074,7486,4643,6339
PMPCB,1909,728,7262,3259,185,122.5,7941,2924.5,1485,4694,7547,5597.5,7723,100,7916,1723.5,2150,7790.5,4468,4918.5
PMS2CL,2448,7801,3083,6475,3775,3160,2672,2940.5,3098.5,3676,4925,4072.5,3055,6348,4157,1978,3207,1975,4350,4295
PMVK,3405,7014,5243.5,136,2432,2642,3953,6033,2514.5,6858,4141,1450.5,6499,4250,7650,7019,4626,3189,5382,2679.5
PNISR,1945,7952,347,7367,895,2056,320.5,3557,3594,1396,1246,1727,174,6153,2070,1027.5,6405,813,6048,3816
PNKD,2873,993,6265.5,109,3556,6477,6902,6642,6847.5,1069,6805,7273,7240,961,4344,725,671.5,6625,2209,958
PNKP,2666,6406,7163,5085,7635,6019.5,4293,208,5580.5,2713,1822,2776.5,4002.5,7145.5,197,5246,6892,2081,6254,6732
PNMA1,3361,7634,2457.5,6335,4409.5,6835.5,3518,5055.5,4522,3628,4542,6771.5,6046,3322,6088,226,2978,2493,3328,4633.5
PNMA8A,7248,7769,507.5,6878,3384,4328,1103,684,14,3218,267,1291,332.5,4767.5,6,1707,7671,428.5,8014,7633.5
PNN,793,4255,4346,4929,3812,3168,1410,1629,6515.5,3873,4171,1631,1185,1607,6551,207,200,2143,4968,5813
PNO1,3199,7598,991,7308,4735,3314,1668.5,3670,1807.5,1755,2215,312,252,5780,2519,2567,2561,591.5,7186,7152.5
PNP,3840,3901,1790.5,6025,2020,1824.5,4356,3675,2217,3136,3624,6520,4232,4399.5,6633,7520,1547,2947,1601,718
PNPLA2,6839,5180,3018,5531,1974,4162,1997,1920.5,3003,6660,1809,1546,1774,6409,1627,5414,4244,4052.5,6241,5144.5
PNPLA6,5341,2056,8028,1047,7035,4166,8149,7429.5,7828,2615,6948,7669,2060,2588,4322.5,6520,3129,8019.5,991,1967
PNPLA8,6148,1465,7322,1438,3340,2806,7093,6098,2409.5,5178,6873,5636,7511,5293.5,7904,935,1360,7566,2890,6502
PNPO,3718,1590,7263.5,1683,1515,2414.5,5555.5,2987,7115,2900,8006,6375,7732,3602,436,3772,4453,6496,1016,2587.5
PNPT1,938,2207,7575,2860,505,155,7686.5,4083,2639,6371,7814,3123,7893,420,8060,894,2091,7604.5,4259,6767
POC1A,3075,6959.5,356,7884,4191,6680.5,85,2496,6311,1124,1253,475,417,6844,639,2305,1911,1186,6563,7065
PODXL,5987,463,31,6660,4479,5946,706,4188.5,2240,25,129,4566,2199,7787,1164,3425,4573,6086.5,3694,1656.5
PODXL2,5835,2385,712.5,5776,6551,5670,286,4546,3384.5,49,30,3175.5,693,7603,3560,4621.5,147,4753.5,1597,1259
POFUT1,7885,495,7827,203,4931,2082.5,7485,7437.5,6132,4772,6984,7936,6410,1273,6837,2204,1160,7868,4380,4609
POFUT2,7811,1202,8202,207,7221,845,8238,7379,3410,4860,7262,8140,6277,229,7579,4613,2909,7054.5,2031,1346
POGK,2560,7325,2037,3573,392,3504,4736,318,2549,5654,5444,4563.5,4570,3908.5,2774,2995,5507,1006,5966,4234.5
POGLUT1,6496,621,7588.5,204,5274.5,315.5,7318,8053,2330,2544,6696,7556.5,6975,6719,6611,5569,2344,7793.5,5630,5852
POGLUT2,5592,802,7907,418,4737,696,8139,7519,2822,4782,7151,8020,7113,2291.5,7484,4099,6409,7290,2934,4629
POGLUT3,7317,467,7982,404,4706,1771,7719,7391,3299.5,5414,6798,7819.5,6999,901.5,5695,4415.5,2705,7688,2606,3154
POGZ,104,1443,6775,2560,290,2738,6983,398,3369.5,2387,4957,1365,2210,2211.5,7526,3231.5,1570,5762,6846,2051
POLA1,5297,6288,1649,3809,6155,4198,1547,2094,2853,7380,6513,2356,2935,4822.5,2289,2454,2934,2885.5,1624,3880.5
POLA2,4974,6301,2740,896,1070,2975.5,607,4787.5,3932,7884,4714,630,5104,2966,3258,5297.5,8070,5263,3303,1637
POLB,7758,8052,6128,7427,1408,4401,4943,5749.5,1450,1669,2506,1485,1902,5033,1431,6109,2032,967,7416,7473
POLD1,5959,7108,3113,7926,2019,1276.5,1288,6367,5264,8104,7158,1502.5,5753,1269,5658,7428,5658,5353,5315,3301
POLD2,242,6379,4258,1310,6674,6251,3513.5,269,7277.5,6861,6320,1127.5,6089,5024,7813,6917.5,6040,939,5196,6019
POLD3,3936,3370,5781,4658,4024,3565.5,2904,1064,6962.5,6527,4845,3877,7190,5456,6113,5264,5934,6604,2675,5539
POLDIP2,180,1858,7381,3515,726.5,145,8084,2075.5,1673,4014,7822,6624,7929,841,8056,1251.5,1459,7560,4223,6845
POLDIP3,5103.5,7100.5,6655,3131.5,2638.5,2432,1142.5,879,5621,4617.5,5426,1011.5,2859.5,4387.5,4438,3658,4106.5,1652,4856.5,4737.5
POLE,7548,1668,1311,3363,3863,2391,2942,3642.5,5711.5,8185,7426,1258,3058,430,1000,6847,6267,5398,5654,2323.5
POLE2,3460,1043,1380.5,4638,5820,3416.5,6011,1639,6907,7610,5575,1555,6453,4100,6478,7175,5621,1682,5650,6080.5
POLE3,283,5620,6817,4063,1589,4666,4729,4443,1741,6710,6446,775,2789,4588,6603,6531,7157,2786.5,5944,2894.5
POLE4,5160,2079.5,784.5,2373,2981,7942,4962,5265,6286,6489,7241,229,3849,2143.5,7263,5975,6008,1645,5244,1884
POLG,1040,3380,7613,4501,1215,4659,7530.5,6138,2525.5,8209,7601,2915.5,8227,522.5,6547,206,2713,7722.5,4734,6258
POLG2,2676,2354,8126,5373,1912,4957,6679,1123,5498,1337,8173,5689,8190,3322,8042,1344,3104,5544,3963,5287
POLH,1430,5212,4138,3335,6126,6973,4472,3954.5,1861,5485,5417,6049,5226,1231.5,6476,3840,7116,1057.5,5454,6602.5
POLK,480,1340,5445,5726,5991,2719,4749,6028.5,7258,5810,6498,4399.5,7112,6594,5616,3245.5,7780,7178,6432,3425
POLL,6897,3898,4532,5116,1383,4101,1980.5,4884,5415,3515,4021,1035.5,5254,2640.5,5739,4882.5,7897,4128,6784,4564
POLR1A,1068,566,3628.5,6695,1371,1613,3898.5,2146,4913,7613,6849.5,11,4490,1445.5,6727,68,4283,1324.5,7251.5,6234.5
POLR1B,1526,2780,2179,7383,3081,4877.5,5718.5,139,3571,7316,7005,68,4934,2316.5,4442,1874,3647,39,7020,4971
POLR1C,6155,7968,2737.5,7592,863,3532,101,1886.5,6036.5,7215,6061,4,1688,7184,6452,1261.5,1628,515,7244,4964
POLR1D,7706,8071,364,7195,4152,7654,13,1453,4591,4978,943,1166,200,6512,2392,2613,6155,189.5,7211,6660
POLR1E,6535,2891,996,7690,2166,6980,3622,881.5,1872.5,4130,2303,12,2715,5123.5,3085,2541.5,4320,114,7544,6756
POLR1F,1738,1128,2315,8137,5866,6386,1750,5893,1449,5215,3596,45,3706,2394,1142,2315,5675,894.5,7233,6353.5
POLR1G,5700,2761.5,3239,5040,4483.5,4462,3967.5,3744,1116.5,5154.5,4158,501,2425.5,4780,3847,4015.5,4835.5,2961,6162.5,6239.5
POLR1H,2103,1677,2029,3037,4802,7489,5886,7095,373,3627,3215,2433.5,6155,5451,1955,691,7439,1008,7280,2884
POLR2A,298,508,5515,5342,583,1170,3765,163,2446,6648,5505,322,2181,3793.5,6108,403,1700,2030.5,7571,7637.5
POLR2B,1957,412,870,6544,121,2848,1309.5,1848,1965.5,8114,7118,1222,1418,2401,2811,883,6650,2336.5,7173,7265
POLR2C,6360,5520,1568,7650,2394,4711,1159,1801,1039,6761,952,2415,2380,871.5,1928,783,1603,100,7400,7546
POLR2D,6646,7202,6896,2267,2016,5985.5,3776.5,6655,3270.5,4840,5750,2517,7085,4778.5,2427,4519,5784,459,6270,7541
POLR2E,2023,6369,4051.5,679,1442,2297,1737,1,2425,5430,7705,21,4893,7014.5,7619,3271,1498,581,6888,7065
POLR2G,1293,1267,6103,3650,4220,2306.5,4678.5,3966,1233,6912,6516,124,6383,629,7632,2676.5,4901,1236.5,7397,7403.5
POLR2H,5637,1009,2037,6831,3348,1619.5,2735,359,162,6430,6552,31,2147,4248,7260,6809,2135,205,7225,6801.5
POLR2I,1165,1537,4406,696,5610,3053,1304,94,4094,7083,4694,3020,5047,3703,4022,3202.5,1586,1939.5,7347,7325.5
POLR2J,6396,2625,3867,978,3445,2131.5,1942,6520,1259.5,6956,5596,1366.5,5113,1783,7236,3388,6946,3275.5,7178,4824
POLR2K,4559,2435,2590,6665,4640,7014.5,6356,5560,1688.5,1895,3553,4399.5,4981,7100.5,6968,5654.5,2417,1005,899,5091.5
POLR2L,6125,4690,4443,5563,3217,456,2855.5,2749,5170,6953,1118,351.5,7236,7598.5,7089,3989.5,4905,1445.5,7246,1373
POLR2M,7434,6867,4305.5,3223,3922,7525,4676,4478,2355.5,8191,6141,6987.5,4481,6339,2129,3783,5643,5760.5,6123,4819
POLR3A,5981,5269,3823.5,5764,5688,1543,2156,1301,7069,7912,7734,3931.5,1686,5284,2576,5731,1206,1409.5,7666,7712
POLR3B,941,3481,175.5,6321,7085,8069.5,2831,253,6057,7877,7173,7586,1794,3093.5,87,3672.5,7082,5264.5,7297,7217
POLR3C,5794,4431,4177,610,5904,4221,917.5,4899,2991,7929,3947,2903,3498,4642,1043,3396.5,5021,2465,1939,960
POLR3D,2493,3226,3060.5,43,6829,5139,1387,1258,7635,7778,6714,5659.5,4075,4339.5,4677,2359.5,4778.5,6122,6161,3231.5
POLR3E,6313,5584,5565,8036,1145,4504,1481,3785.5,6810.5,7882,6161,850,3411.5,6242.5,5431,4434.5,2593,3534,3995,5020
POLR3F,7529,3178,5864,2307,3613,2184.5,2212,7277,5499.5,6743,6686,4793,5577,6295,471,845,7923,1857,6494,6464
POLR3G,4517,6803,2715,5205,2557,3243.5,2693.5,6056,3686,5442,5448,5937.5,3491,4606,6669,6172,7233,2417,2952,4187.5
POLR3H,4872,3802,4152.5,4573,2540,5907.5,5970,1562,6888,7670,5592,3128.5,5297,1560.5,7183,3662.5,5484,6377,4402,4752
POLR3K,2698,3846,1898,171,6050,6778,4039,5125,7039,8156,6375,991,2163,5214,6162,3906,8081,3780,5076,4282
POLRMT,1507,3573,7808,1587,1425,572,8193,2649,3041,4045,8066,6544,8005,1026.5,8155,1606.5,2751,7732.5,4156,6919.5
POM121,3735,112,5756,5319,1132,2894,6994,7796,7431,3771,2980,6297,997,1222,3814,2272.5,7234,7014,2657,2030
POM121C,5244,2166,7296,1089,4466,5071.5,7581,7378,776.5,5525,6031,5612,2761,181,165,1905,6746,7666.5,3248,1394.5
POMGNT1,3962,5656,5220,3349,4856,4354,2427.5,8059.5,8032,4156,3327,2042,6283,1579,3762,3696.5,4974,5828.5,4239,2771
POMGNT2,5841,1145,6518,3453,7287,1247,8004,7886,3723,1192,6125,8102.5,5963,1591,6737,5877,4393.5,7156.5,3358,1297
POMK,8027,738,7635.5,339,3564,5919,7453,7179,5454.5,3469,6240,7873.5,6430,2612.5,6981,5171,7477,7054.5,980,3909
POMP,1314,5133,775,2012,6179,5288,3421,4579,3938,7267,3760,6006,5181,515,1332,6362,8239,4307,1045,5997
POMT2,6855,6977,8176,579,3427,1569,6748,7484,4821.5,2392,6518,7810,3725,1962.5,1733,1046,6838,5551.5,5363,5625
PON2,7196,1505,8216,539,482,2005.5,8011,7567,4280,4705,7181,7941,7057,332,7623,6526,3623,6133,3146,3508
POP1,1747,6968,734.5,7519,402,1547,1517.5,3572,1451,1444,3139,183,1743,4510.5,3821,384,4729,138,8141,7861
POP4,4215,6863,3219,1398,3596,3442.5,685,1817,4899,4845,5012,2772,1658,6691.5,6910,2227.5,8109,2576,8133,7232
POP7,3535.5,6433,3695,3253,5855,7703,1439.5,1204,2219.5,3836,5115,4125.5,4640,7681,1840,1974,5355,5921,8073,8045
POR,7074,10,8179,1558,4950,1084,7109,8004,5199.5,3101.5,6068,7477.5,3985,883,4182,2221,7685,5778,2257,3341.5
POT1,3850,4340,3940,1234,2620,3509,3485,3224,4556.5,7981,4759,5986,3857,4187.5,3798,694,2660,1301.5,6929,5223.5
POU2F1,4563,3754,2563.5,3746,7106,5136,3861,4781,4947,8228,3018,1088,4332,1199.5,1199,2808.5,6780,5553,6810,4717
POU3F2,7808,2859,5356,2260,3206,2873.5,4233,4055,1176,4509,3980,5202,4786,5964,101,6306,5627,6803.5,4029,3016
PPA1,5731,6103,2450,7299,3373,5400,4948.5,3698,1062.5,3420,1662.5,7584.5,4000,7045,6468,7215,485,1791,1652,1328
PPA2,3331,2905.5,7414,4089.5,1013,799,6933,4101,507,3437.5,7710,5322.5,7737,1153,4902,3089,2760,8029,3440.5,4475
PPAN,4182.5,6770,4270,4710.5,3007,3737,2321,2010,6401,3635.5,4284,182,1690.5,5720,5861.5,1111,3030.5,2724.5,6735,6048
PPAT,1384,4612,668,8172,2617,2072.5,2543,7204,5647.5,6970,5202,6167.5,3085,6228,4607,5836,4008,1342.5,1826,4252.5
PPCDC,94,6725,6487,662,1975,2528.5,1672.5,2789,5678.5,1012,5565,4865.5,5045,1108.5,4095,4496,6447,1632.5,1197,3993
PPCS,83,7472,5450,4749,6357,4066.5,3867,3766.5,7068,5340,5552,4578,5323,4938,6852,5142.5,6142,7094,1673,5380.5
PPDPF,3328,6495,5612,4395,2204,3067.5,5256.5,6824,1721,5931,7749,5557.5,7716,4901.5,886,5489,6062,2952,5248,5491
PPFIA1,7745,7205,1505,6764,3782.5,5471,201,2697.5,7821,6738,111,3848,19,3211,6602,7772,662,6176,1362.5,533
PPFIA3,8178,5640,5625,7412,1758,6055,3762.5,1649.5,6578,7902,4945,2461,3341,873,4194,7687,4493,4401,1075,4062.5
PPFIBP1,7980,5424,1053,7369,1756,6572,232,3629,6862.5,2079,1925,3613,1771,2811,6319,7107.5,1670,6011,629,242
PPFIBP1-ALK,7123,7431,1014,2246,3274,7273,1989,7113,7211,6445,1883,2319,3653,4330.5,6713,5879,4816,6383,1085,854
PPFIBP2,8099,3323,5657,1491,542,5940,1031,4802,5862.5,727,5447,4121,5818,3316,1800,4610,4674,2794,5024,5821
PPHLN1,4818,4793,6635,917.5,4347,3468,4210,3828.5,1222,2116,5941,2463,3947.5,4991,3977,3214,3679,2387,5401.5,5025
PPIA,3749,1433,6474,6237,264,1190,4273,2113,1422,3724,7270,6656,7656,7780,6031,7346,4461,3171,1567,1636
PPIB,7128,421,6746.5,296,4900,599.5,8210,8062,2166,2948,6159,8017,6741,2148.5,3682.5,815,6297,7602.5,5050,5895
PPIC,7479,837,8014,35,6379,35,8065,7194,1658.5,2592,5791,4964.5,7480,2733.5,7087,4381.5,7064,6284,5253,6145
PPID,1517,5941,3973.5,2008,2809,7737,4062,1200,3709.5,6356,7700,4406,4391,1114,5880,6062,3884,2706.5,4853,5338
PPIE,1810,1611,6033,6210,142,404,4886,40,1397.5,1945,6536,2646,7223,2998,7249,6455,860,1113.5,7645,5894
PPIF,1180,6251,7356,2723,29,106,7251,867,1910.5,1831.5,7438,1801.5,7671,1541,7622,2018.5,3214,6429.5,5754,7448.5
PPIG,7620,7551,2881.5,5918,743,964,351.5,1786.5,862,3857,3716,1187,1462,5620.5,2199,397,7807,856.5,6927,7093
PPIH,3855,5015,844,7462,476,430,865,1828.5,6424,6380,4311,1358.5,2571,7544.5,3947,3594.5,3768,3879.5,7529,6633
PPIL1,6824,6816,2898.5,6994,496,3688,1849,341,1784,6820,2095,4475,399,3005.5,5470,4298,1519,3466,4901,5295
PPIL2,7162,8104,744,7693,4483.5,3092.5,262,2879,293,5677,526,444,173,7827.5,98,1155,7030,383.5,6972,7469
PPIL3,2400,6585,4405,7770,2202,1013,3692,203,667,7632,2051,2430,5038,169.5,1052,4837,4926,3156,7837,7675
PPIL4,7266,7956,439,4781,4325,498.5,596.5,919,854.5,1310,1196.5,325,109,7668,1916,2177,7954,541,6259,5774
PPIP5K2,5668.5,5670,2568,1866.5,5017.5,5559,5236.5,5078.5,5664.5,6263,3270.5,1558,3800.5,2215,2754.5,5525,7185.5,4268,3810,4192
PPM1A,6927,7169,3214,6765,6157,3915,3316.5,5863,7088,1223,5137,4608.5,2360,4886,5448,3481.5,6350,3528,3818,4270.5
PPM1B,3244,5902,4630,993,4666,652.5,5148,2302,5867,3453,5566,4145,3464,6834,7573,4455.5,4678,1379,7081,5129
PPM1D,7759,6785,758.5,5299,4536,6764.5,3799,2924.5,522,3603,4465,6180.5,4899,1753,6072,5390,5571,4412,4119,5251
PPM1E,4958,5595.5,2475,2255,5111,4822.5,4769,4877.5,5780,5148,4970,1252.5,4469,509,4659,4956.5,6992,1175,3066,4364
PPM1F,2539,3544,2191,2433,4157,7103,5946,5005,4402,1259,4434,4530,4347,4019.5,6757,7330.5,5893,3089.5,1132,4735.5
PPM1G,2766,2896,355,7164,4319,338,2549,5562,449,3328,1143,2663.5,4759,7876,5982,5776.5,7405,4503,1151,1666
PPM1H,7184,6490,5356,5165,4304,4686,1346.5,2210.5,6779,3057,5708,6218,5909,2995,6606,3811.5,6643,1881,3739,4711.5
PPM1L,3826,3038,7770,3443,5091,4847,7637,7824.5,7831,2099,2560,7339.5,5299,379,2065,4205.5,3539,7707,951,573.5
PPME1,630,5583,4265.5,3705,755,6571,4049,6346,5776.5,7812,6394,982,4276,1019.5,7180,7803.5,5806,3885,1665,1023
PPOX,5735,2487,8192,3763,1564,765,7491,1113,2246.5,1213,8064,4265,8139,530,7350,3119,6102,5785,4706,6564
PPP1CA,6740,3455,5506,4517,1051,7304,1131,11,6443,705,4191,1281,4620,6953,7845,8234,819,1817,4984,1347
PPP1CB,1006,403,3886.5,6245,773,7702,2780,121,7465,3587,2422,3192,2048,6950,7113,8188,334,4667.5,3171,805
PPP1CC,2783,4240,3568.5,1563,3721,7749,1706,316,6285,572,5968,2722,6524,5436.5,6057,7339,1808,2714,147,639
PPP1R10,5631,5145,7656,4955,1457,5339,5095,76,6342.5,6935,5368,218,5868,4564,7320,395.5,4191,356,8052,7276
PPP1R11,3882,7105,5248,4279,6045,7142,1951,6805,5699,3585,4875,6003.5,3862,8083,856,5223,2991,3766,2142,2490
PPP1R12A,6760,184,2041.5,7207,3655,7784,3988,336,8053,3187,914,5029.5,2220,2469,7133,8183,35,6182.5,737,467.5
PPP1R12B,5163,5911,3626,2432,5418,5841,3321.5,778,7992,2827,4704,613.5,5164,1083,8110,8217,6428,4555,3696,2673.5
PPP1R12C,5595,7038,889,5660,2518,5542,2329.5,665,7384,2867,5350,3922.5,4402,4715,6290,8171,3069,5242,4960,1939
PPP1R13B,4010,2635,4107,5691,1395,1990.5,3794,6937,6150,6682,6499,509,2866,4541.5,5374,6555.5,2385,2893.5,2264,3423
PPP1R13L,3670,4448,4792.5,1821,3550,4193,6291,5273,7571,8176,5161,3983,5933,2751,3445,1588,2940,3122,5292,3100
PPP1R14A,1088,4263,2092,1702,3288,3617,5112,6600,5221,4765,6623,2991.5,5117,4593.5,6956,5617,4042,4620.5,6197,2804
PPP1R14B,7337,7522,3210,1217,7055,4121,4755,2966,4526.5,5621,4920,5206.5,2620,4483,6184,7241,3896,481,3397,5857
PPP1R14C,3114,4387,2095.5,6557,5782,7622,4229,5162.5,4918.5,2959,6588,973.5,4170,344,2435,5189,6152,2935.5,2567,5118.5
PPP1R15B,6724,1408,6823,237,2584,5185.5,7819.5,7091,1081,4382,6887,6465.5,7174,1904.5,4551,677,6432,6387,2422,2602.5
PPP1R18,1513,4402,1297,7372,1213,7682,701,389,7638,2830,1665,2201.5,4701,3253.5,7614,7782,1295,5530.5,1447,1780
PPP1R2,4340,4889,1614,3407,1740,1351,4665,6605,1748,7653,5554,5517,4346,4876.5,6325,5735,7486,3807.5,3722,3192
PPP1R21,6538,6100,1453,4135,8233,7388,5730,3073,2080.5,3024,2441,1240,4883,3455.5,1017,6360.5,2863,3852,2349,5882
PPP1R35,5818,5006.5,1749.5,8228,5552,3731,2088,3980,4459,1826,3807,942,3613,7874,1370,2013,3998,3425,8102,5547
PPP1R37,2187,6957,2084.5,2631,8167,6243,3402,5391.5,7336,5190,5143,1676,5260,3357,3969,6365.5,6597,5938,2133,3132.5
PPP1R3D,8154,5677,4072.5,4901,6307,2059.5,3567,6104,3277,3934,4328,6292,5388,4117.5,4815,6221,3964,2434,6531,1248.5
PPP1R7,5349,1636,5938.5,3364,6311,1128,3052.5,5477,4938.5,7482,5927,2887,5622,1242.5,4986,7511,5140,4820.5,1150,2309.5
PPP1R8,3696,3199,7218,3732,708,3758,6092,20,83,7581,5045,2200,7166,1354,2187,5451,6159,4354.5,6722,2366.5
PPP1R9A,1915,7239,4371,3633,1841,7875,1909.5,290,8104,2734,2624,1845,801,3648,3668,8194,3196,5611,827,967.5
PPP1R9B,4697,1068,3728,6877,431,7836,1853,1306,7945,2216,1032,4643.5,705,1341,7116,8118.5,629,6508,199,727
PPP2CA,6623,6372,4030.5,8199,716,273,6684,4571,737,2136,3942,6961,3413,7996,5530,8030,855,4944,2070,227
PPP2CB,7244,1564,4736.5,7891,1208,1403,6286,2847.5,4351.5,4292,2488,6294,2725,2937,6608,6236,2102,4796.5,3850,4295
PPP2R1A,7106,215,2395.5,8220,3771,1154.5,1973,6209,6649.5,7770,2368,3679,1813,5969,1459,7312,5911,4623,3606,1139
PPP2R1B,5769,5214,2407.5,8175,5100,1956,4746,5780,6537.5,6831,2839,5324.5,2719,1546.5,5900,6553,2007,5145,2455,397
PPP2R2A,4145,6616.5,737,7820,2309,3195,494,2327.5,1655.5,6930,994,5429.5,4333,7674,3740,6347,7590,3282,3806,4362
PPP2R2D,7760,4679,2498,5638,5804,5811,4610.5,5835.5,342,3589,3323,6492,6249,5413.5,544,1122,6703,449,7316,5655.5
PPP2R3A,6801,4177,4290,8183,5237,4735.5,3579,1732.5,2197,6211,3266,6018.5,3215.5,4718,4617,3777.5,3637,1084,3847,6596.5
PPP2R3B,6510,7208,2389,3170,7530,7114,4616.5,7573,5558.5,5926,2118,2401,6678,2104,2832,4104.5,4313,2138.5,3400,3149
PPP2R3C,6404,5823,4786,8245,3488,2093,5566.5,1199,194.5,1235,3551,4698,6602,6455,4984,5474,6014,1117,7811,7412
PPP2R5A,4280,7016,3134,2509,3180,5211.5,4526.5,2580,3174.5,6663,5993,1711.5,1835,2977.5,7323,7808,6396,1053,4776,2675.5
PPP2R5C,4956,3711,1934,1059,4144,5213,3901,1624.5,5619,5799,5673.5,3665,4293.5,4415.5,4474.5,6558,3291.5,3355,2794,2012
PPP2R5D,6475,4946,5379.5,6053,4143,5097.5,1887,3118,5129,7853,6757,5553,314,3691.5,6612,7096.5,3047,3925.5,1335,1053
PPP2R5E,3676,7275,2637,1542,4872,201,958,2017.5,4700,6100,6543,3426,3745,7108,5753,6596,6631,802,5029,4804
PPP3CA,4925,2543,1431,5863,2883,1235,1055.5,1175,7361.5,3869,4307,1209.5,6333,4045,2766,7534,3806,4834.5,1349,1797
PPP3CB,6776,3497,3549,2375,3679,6609.5,2250.5,6412,1187.5,7389,6488,2611,6293,5179.5,3588,5418,6460,4293,2562,5836.5
PPP3CC,4231,7224,3923,801,6343,7455,3620,2437.5,5746,6129,6192,3407,711,5852.5,3558,6942,2465,2247,3590,2752
PPP3R1,2540,3835,1532,210,5619,2482.5,5206,5235,1956,2521,6114,1818,6305,1551,48,6763,6524,5966,5192,1998
PPP4C,1417,5760,3318.5,8238,5833,5418,2766,4672.5,3028.5,3881,3229,5303.5,2797,7671,1023,4959,6169,1169.5,6140,3531.5
